timestamp,power_level,system_health,operational_mode,cpu_usage,memory_usage
2024-01-01 00:00:00,100.10621244974418,Good,Active,47.85671073514479,70.67822106671746
2024-01-01 00:00:01,103.04032224302244,Good,Active,44.43909629544258,69.62041564357936
2024-01-01 00:00:02,101.26750008286925,Good,Active,50.66927474305636,71.20444874734277
2024-01-01 00:00:03,99.11488767279123,Good,Active,53.31580393058067,70.52871039452157
2024-01-01 00:00:04,100.16159318163358,Good,Maintenance,54.82792427565845,68.7249968092768
2024-01-01 00:00:05,98.48405206562278,Good,Maintenance,57.04393389463038,75.5834833820604
2024-01-01 00:00:06,101.59268836729302,Good,Standby,53.0815745039788,69.78911634870897
2024-01-01 00:00:07,98.7842984187388,Good,Active,47.91129171385299,72.6125660305522
2024-01-01 00:00:08,99.31858052613524,Good,Standby,52.49461927954779,72.89230253036014
2024-01-01 00:00:09,101.70700287883956,Good,Active,49.53190589114069,72.93436010644902
2024-01-01 00:00:10,100.48100165647648,Good,Active,53.80954580822194,67.65658231231073
2024-01-01 00:00:11,101.12335899507912,Good,Active,51.89880658656035,68.27556687846464
2024-01-01 00:00:12,100.21293600309748,Good,Standby,50.50523328763047,68.90279732123125
2024-01-01 00:00:13,98.58826863812642,Good,Active,56.86441826285666,71.36203830097335
2024-01-01 00:00:14,100.4249852553899,Good,Active,53.52103046410306,74.87794721631371
2024-01-01 00:00:15,98.21730580153302,Good,Active,46.12118074482602,66.03594699596808
2024-01-01 00:00:16,101.30671255013185,Good,Active,48.25527156199296,65.29345890027824
2024-01-01 00:00:17,100.78169309092053,Good,Active,47.196517170303544,70.46459280444626
2024-01-01 00:00:18,99.09765274699524,Good,Active,51.6094690156074,69.40364687291623
2024-01-01 00:00:19,101.92517424362842,Good,Active,56.28435218354224,75.83503083449563
2024-01-01 00:00:20,98.82889392316562,Good,Active,52.358347499422536,68.0670504123855
2024-01-01 00:00:21,101.57816848080722,Fair,Active,47.373899962738605,68.56664424543848
2024-01-01 00:00:22,99.10425868968937,Good,Active,51.19646979883186,69.58859112732856
2024-01-01 00:00:23,99.95283419780786,Fair,Active,52.48118450704907,74.28228704072293
2024-01-01 00:00:24,99.62553692582392,Good,Active,49.6586500320323,71.49532594055222
2024-01-01 00:00:25,98.64799731368896,Good,Active,51.45641641014615,72.7107400348849
2024-01-01 00:00:26,101.59401000429683,Good,Active,52.69221677757094,74.80194687618001
2024-01-01 00:00:27,100.75387559090046,Good,Active,51.050485037364616,68.57174622654222
2024-01-01 00:00:28,100.91949404047689,Good,Active,55.51216445530921,71.60612780581144
2024-01-01 00:00:29,100.94397035190467,Good,Standby,49.4705460735358,71.86895117473325
2024-01-01 00:00:30,100.7638077333636,Good,Active,55.60517926111135,76.33004627592415
2024-01-01 00:00:31,99.81745498684724,Good,Active,58.20972058482072,71.94112766551339
2024-01-01 00:00:32,97.9576857082046,Good,Active,61.41423449184731,73.72215600047375
2024-01-01 00:00:33,101.66248519031944,Good,Active,44.48431151425268,73.3608173809082
2024-01-01 00:00:34,99.30966177083315,Good,Active,47.99198508619353,71.22446795167085
2024-01-01 00:00:35,100.11266332799565,Good,Maintenance,56.067228255058495,73.60578334657008
2024-01-01 00:00:36,99.90076541959264,Good,Active,52.98747427833105,71.78523692111241
2024-01-01 00:00:37,97.29604018904412,Good,Active,49.84214955412943,70.10527793986432
2024-01-01 00:00:38,98.53060882340756,Good,Active,59.8420462277423,71.10912886807746
2024-01-01 00:00:39,100.32901447231775,Good,Active,50.282114938691706,73.38965899437076
2024-01-01 00:00:40,99.52833782043778,Fair,Active,60.246357841612216,66.21524391620409
2024-01-01 00:00:41,100.41891567507919,Good,Active,52.86206304329711,74.80912426983569
2024-01-01 00:00:42,100.8092915548244,Good,Active,47.67164605632503,72.39473388929524
2024-01-01 00:00:43,99.69979466664631,Good,Active,64.51995661764055,75.04341706852442
2024-01-01 00:00:44,99.50454655541716,Good,Active,58.10825148329096,71.59582922141847
2024-01-01 00:00:45,100.33083240056409,Good,Active,48.26907880754966,68.49133377140377
2024-01-01 00:00:46,98.88014933622955,Good,Active,52.768029028711865,71.47716977852423
2024-01-01 00:00:47,100.33305425843223,Good,Active,57.8217075342498,70.96720788221668
2024-01-01 00:00:48,99.46934239261451,Good,Standby,51.26969137251642,72.78953493083995
2024-01-01 00:00:49,101.2653573962766,Good,Active,52.05035200746515,76.57123497828523
2024-01-01 00:00:50,100.06936867005157,Good,Active,53.620241389067736,69.43276846655019
2024-01-01 00:00:51,101.39444602053189,Good,Active,57.23795178837009,71.83202355742115
2024-01-01 00:00:52,98.60994747351329,Good,Active,48.35021893847879,81.46484885302544
2024-01-01 00:00:53,100.44160625651438,Good,Active,56.7659803761516,73.53171345071262
2024-01-01 00:00:54,98.19398499857009,Good,Active,62.254585901159004,70.00596722891513
2024-01-01 00:00:55,97.50843281149918,Good,Standby,56.459090021413544,75.98519923917094
2024-01-01 00:00:56,100.46628615219171,Good,Active,54.89403399329736,70.66398525975363
2024-01-01 00:00:57,100.48893084318031,Good,Active,46.37131485386774,71.8147557443847
2024-01-01 00:00:58,101.04666328234498,Good,Active,51.1256046123208,75.98769219929277
2024-01-01 00:00:59,100.3239214314368,Good,Active,68.33980418492031,80.02423842012418
2024-01-01 00:01:00,100.30896707311518,Good,Active,56.044279349432784,75.02277900398634
2024-01-01 00:01:01,99.90675921576755,Good,Active,48.56021936819253,74.68065433630089
2024-01-01 00:01:02,98.8912307159897,Fair,Active,63.067331432064336,76.36721457035031
2024-01-01 00:01:03,100.58464409140625,Good,Active,56.367799562576494,70.81118451435253
2024-01-01 00:01:04,99.39911398973503,Good,Active,58.34171917096172,71.57521629888697
2024-01-01 00:01:05,101.90447292590574,Good,Active,64.77947626675846,71.25995108198214
2024-01-01 00:01:06,98.83550033655767,Good,Active,53.87273969433152,75.28449232027533
2024-01-01 00:01:07,97.8077969300101,Fair,Standby,54.17129148843495,70.04848892816425
